DATASET_GRADIENT
#In gradient datasets, each ID is associated to a single numeric value which is converted to a colored box based on the gradient defined.

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throught this file (except in the SEPARATOR line, which uses space).
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	Completness
GCA_002169945.1	55.40364583333334
GCA_002171115.1	66.796875
GCA_002171655.1	71.76432291666667
GCA_002197845.1	96.74479166666669
GCA_002239625.1	89.2578125
GCA_002251265.1	96.6796875
GCA_002277955.1	98.2421875
GCA_002279215.1	65.10388360507247
GCA_002279375.1	55.86645153985508
GCA_002289565.1	99.4140625
GCA_002292895.1	71.15885416666667
GCA_002295795.1	90.625
GCA_002295885.1	79.55729166666667
GCA_002297475.1	96.06119791666669
GCA_002303765.1	90.24994338768116
GCA_002306615.1	91.01279438405795
GCA_002308035.1	73.17708333333333
GCA_002308055.1	88.0078125
GCA_002311345.1	77.81901041666667
GCA_002311745.1	79.94791666666666
GCA_002311925.1	65.10416666666667
GCA_002320435.1	92.578125
GCA_002320715.1	75.06510416666667
GCA_002320775.1	90.99864130434784
GCA_002327785.1	89.6484375
GCA_002331825.1	65.41270380434783
GCA_002336705.1	81.38020833333334
GCA_002337215.1	72.52604166666667
GCA_002337265.1	60.41666666666667
GCA_002337545.1	78.15755208333334
GCA_002337565.1	94.921875
GCA_002338715.1	90.46223958333334
GCA_002339595.1	87.80061141304348
GCA_002341405.1	70.1171875
GCA_002341435.1	99.0234375
GCA_002343075.1	88.83463541666666
GCA_002343325.1	76.31000905797102
GCA_002343715.1	79.45963541666667
GCA_002343805.1	72.0703125
GCA_002343845.1	61.41021286231884
GCA_002347125.1	86.45833333333331
GCA_002348315.1	93.73697916666669
GCA_002359185.1	98.6328125
GCA_002364005.1	80.53385416666667
GCA_002364485.1	80.33854166666667
GCA_002364555.1	76.52994791666667
GCA_002378075.1	78.25379302536231
GCA_002400895.1	46.51126585144928
GCA_002402035.1	72.55859375
GCA_002402755.1	74.8046875
GCA_002404095.1	92.93478260869566
GCA_002405485.1	79.34895833333333
GCA_002405515.1	90.13671875
GCA_002415975.1	95.3125
GCA_002416105.1	76.88802083333334
GCA_002418245.1	97.4609375
GCA_002418285.1	88.54166666666669
GCA_002422955.1	89.3645267210145
GCA_002428205.1	80.2734375
GCA_002429045.1	79.52332427536231
GCA_002433545.1	86.46993885869566
GCA_002443295.1	98.17708333333331
GCA_002451275.1	55.23692255434782
GCA_002456095.1	90.4296875
GCA_002471675.1	95.67057291666669
GCA_002477435.1	87.58463541666669
GCA_002480205.1	68.60026041666667
GCA_002480325.1	92.01171875
GCA_002480345.1	80.69519927536231
GCA_002480485.1	95.1171875
GCA_002480565.1	92.51302083333331
GCA_002482415.1	82.94270833333334
GCA_002483025.1	99.4140625
GCA_002500505.1	79.70703125
GCA_002591705.1	74.13779438405797
GCA_002632345.1	96.90755208333331
GCA_002632395.1	97.0703125
GCA_002683135.1	81.51041666666666
GCA_002683195.1	78.76302083333333
GCA_002683215.1	64.96744791666667
GCA_002683275.1	81.70572916666667
GCA_002683825.1	91.2109375
GCA_002684315.1	65.91796875
GCA_002684555.1	89.453125
GCA_002684655.1	75.55338541666667
GCA_002684755.1	70.07897418478262
GCA_002684855.1	57.66927083333333
GCA_002685335.1	46.63581295289855
GCA_002685655.1	33.85416666666667
GCA_002685935.1	67.02473958333333
GCA_002685965.1	77.34375
GCA_002686265.1	89.0625
GCA_002686595.1	79.296875
GCA_002686945.1	70.08463541666666
GCA_002686995.1	79.94791666666666
GCA_002687715.1	72.7638134057971
GCA_002688155.1	51.08978713768116
GCA_002688765.1	53.125
GCA_002689385.1	74.21875
GCA_002689655.1	97.4609375
GCA_002690755.1	76.69270833333334
GCA_002690925.1	90.8585258152174
GCA_002691635.1	72.15494791666667
GCA_002691835.1	56.36350769927536
GCA_002694955.1	43.43863224637681
GCA_002695115.1	70.24739583333333
GCA_002696165.1	80.14322916666667
GCA_002696915.1	57.155797101449274
GCA_002697115.1	48.6328125
GCA_002698965.1	88.32795516304348
GCA_002700745.1	64.62154664855073
GCA_002700845.1	61.70572916666666
GCA_002701385.1	95.8984375
GCA_002701545.1	96.08072916666669
GCA_002702575.1	81.11979166666667
GCA_002702655.1	97.75390625
GCA_002702685.1	56.83735280797102
GCA_002702965.1	78.5934669384058
GCA_002704825.1	85.90494791666669
GCA_002705055.1	80.6640625
GCA_002705085.1	74.25130208333333
GCA_002705165.1	67.08984375
GCA_002706765.1	99.4140625
GCA_002706885.1	72.20052083333333
GCA_002708345.1	57.2265625
GCA_002708465.1	67.75928442028986
GCA_002709045.1	93.24473505434784
GCA_002709225.1	77.19231204710145
GCA_002709295.1	81.25
GCA_002709545.1	57.88043478260869
GCA_002709755.1	74.67447916666667
GCA_002711105.1	79.8828125
GCA_002711415.1	78.84114583333333
GCA_002711525.1	88.73697916666666
GCA_002712395.1	63.24869791666666
GCA_002712845.1	50.49677309782609
GCA_002713555.1	86.75130208333334
GCA_002714565.1	90.75520833333334
GCA_002716385.1	76.62760416666667
GCA_002716625.1	90.10416666666669
GCA_002717145.1	82.84505208333333
GCA_002717655.1	77.21354166666667
GCA_002718515.1	70.24739583333333
GCA_002718815.1	97.36328125
GCA_002718835.1	52.76692708333334
GCA_002719075.1	73.37239583333334
GCA_002719375.1	81.640625
GCA_002720455.1	70.05208333333333
GCA_002720975.1	74.08854166666666
GCA_002721355.1	41.9921875
GCA_002721555.1	77.30978260869566
GCA_002722935.1	51.71223958333333
GCA_002722955.1	71.97265625
GCA_002723275.1	97.0703125
GCA_002723305.1	82.87760416666667
GCA_002724245.1	97.16796875
GCA_002724315.1	94.79166666666669
GCA_002724415.1	93.92832880434784
GCA_002724985.1	98.6328125
GCA_002725585.1	78.58072916666667
GCA_002725775.1	48.83605072463768
GCA_002726205.1	93.1456634963768
GCA_002726245.1	87.890625
GCA_002726285.1	37.83854166666667
GCA_002726515.1	90.46223958333331
GCA_002726685.1	90.98307291666666
GCA_002726855.1	52.43489583333334
GCA_002727185.1	99.4140625
GCA_002731535.1	44.51851222826087
GCA_002731545.1	91.015625
GCA_002732755.1	69.26517210144927
GCA_002733575.1	95.53611865942028
GCA_002737405.1	96.09375
GCA_002737495.1	55.69831295289856
GCA_002737585.1	53.22265625
GCA_002746235.1	78.3203125
GCA_002746535.1	90.57942708333331
GCA_002748355.1	82.421875
GCA_002839475.1	6.840183423913042
GCA_002839495.1	88.60677083333334
GCA_002848945.1	98.4375
GCA_002862085.1	84.765625
GCA_002862165.1	76.58457880434783
GCA_002862175.1	77.11447010869566
GCA_002862205.1	96.19140625
GCA_002862225.1	84.84629755434783
GCA_002862235.1	75.26041666666667
GCA_002862265.1	67.97129755434783
GCA_002862275.1	69.3458446557971
GCA_002862305.1	80.76822916666666
GCA_002862325.1	70.76822916666667
GCA_002901265.1	98.046875
GCA_002967715.1	98.89322916666669
GCA_002967725.1	90.234375
GCA_002967755.1	77.08333333333333
GCA_002967765.1	98.89322916666669
GCA_003044115.1	90.234375
GCA_003136315.1	97.81901041666669
GCA_003136555.1	85.64707880434783
GCA_003141275.1	89.84375
GCA_003141315.1	88.671875
GCA_003141515.1	68.42447916666667
GCA_003141735.1	76.91915760869566
GCA_003142275.1	90.88117074275362
GCA_003142315.1	87.890625
GCA_003142595.1	93.5546875
GCA_003149495.1	96.64713541666669
GCA_003151915.1	88.28125
GCA_003152775.1	87.79296875
GCA_003152915.1	87.6953125
GCA_003152975.1	75.53357110507247
GCA_003153375.1	87.59765625
GCA_003153655.1	86.65364583333334
GCA_003153915.1	77.43716032608697
GCA_003154305.1	82.04540307971014
GCA_003162245.1	87.98828125
GCA_003170085.1	88.96484375
GCA_003170415.1	93.06640625
GCA_003171235.1	83.33333333333334
GCA_003171335.1	92.44791666666669
GCA_003228885.1	29.3846240942029
GCA_003228945.1	49.47067481884058
GCA_003229025.1	30.066802536231886
GCA_003229975.1	35.74643342391305
GCA_003230035.1	35.202955163043484
GCA_003230135.1	33.09499547101449
GCA_003230465.1	75.24343297101449
GCA_003230645.1	59.16666666666666
GCA_003232865.1	32.46999547101449
GCA_003233015.1	50.00707653985508
GCA_003233055.1	87.98828125
GCA_003233155.1	41.94265172101449
GCA_003233175.1	96.09375
GCA_003233355.1	74.59239130434783
GCA_003235605.1	61.40879755434783
GCA_003235955.1	35.14492753623188
GCA_003236015.1	28.61328125
GCA_003247375.1	47.39441802536232
GCA_003247995.1	32.54727128623188
GCA_003335485.1	98.89322916666669
GCA_003335505.1	98.89322916666669
GCA_003335525.1	98.89322916666669
GCA_003388505.1	97.8515625
GCA_003388515.1	98.14453125
GCA_003388575.1	99.0234375
GCA_003388615.1	89.84375
GCA_003389215.1	97.75390625
GCA_003389255.1	99.4140625
GCA_003389325.1	89.0625
GCA_003389355.1	98.14453125
GCA_003390835.1	94.82421875
GCA_003444075.1	93.39192708333334
GCA_003444135.1	83.25520833333333
GCA_003444155.1	82.70918251811594
GCA_003445035.1	87.54670516304348
GCA_003447475.1	76.2109375
GCA_003448555.1	54.65494791666667
GCA_003448795.1	68.98352581521738
GCA_003449915.1	64.27338088768116
GCA_003450355.1	82.45442708333333
GCA_003452155.1	85.26947463768116
GCA_003453025.1	69.7845901268116
GCA_003453795.1	69.2184669384058
GCA_003455945.1	80.35665760869566
GCA_003456395.1	77.71739130434783
GCA_003456475.1	70.68840579710145
GCA_003476265.1	66.2890625
GCA_003482625.1	64.63796422101449
GCA_003484425.1	78.03385416666666
GCA_003484885.1	77.5583106884058
GCA_003485185.1	79.4140625
GCA_003486205.1	74.77185235507247
GCA_003487565.1	56.7184669384058
GCA_003487605.1	62.80853713768116
GCA_003488265.1	82.58463541666666
GCA_003488325.1	74.91536458333333
GCA_003499685.1	71.94010416666667
GCA_003499905.1	78.90625
GCA_003501305.1	99.4140625
GCA_003501525.1	62.85807291666667
GCA_003501565.1	82.68229166666667
GCA_003503535.1	86.37624547101449
GCA_003505085.1	74.97112771739131
GCA_003505845.1	72.1484375
GCA_003506095.1	80.35835597826086
GCA_003508275.1	82.5973731884058
GCA_003508595.1	87.92317708333331
GCA_003509045.1	70.75124547101449
GCA_003509235.1	71.69780344202898
GCA_003509805.1	83.86973505434783
GCA_003511945.1	58.93342391304349
GCA_003513555.1	93.99739583333331
GCA_003516385.1	64.00617074275362
GCA_003517085.1	83.85275135869566
GCA_003517325.1	84.50634057971016
GCA_003519945.1	60.46082427536233
GCA_003520025.1	67.17051630434783
GCA_003520665.1	53.85275135869565
GCA_003523915.1	75.1171875
GCA_003526145.1	87.07682291666666
GCA_003526885.1	70.73001585144928
GCA_003528255.1	87.890625
GCA_003529565.1	76.62364130434783
GCA_003529585.1	81.54155344202898
GCA_003531135.1	74.56634963768116
GCA_003532715.1	73.12698143115942
GCA_003532895.1	64.50520833333333
GCA_003533825.1	75.14860733695652
GCA_003533905.1	80.53385416666667
GCA_003534025.1	64.78855298913044
GCA_003540375.1	62.109375
GCA_003543355.1	57.14447463768116
GCA_003545295.1	81.27604166666667
GCA_003550495.1	61.37341485507246
GCA_003550845.1	85.68359375
GCA_003551305.1	90.625
GCA_003551385.1	62.24949048913043
GCA_003551485.1	70.42317708333333
GCA_003551565.1	86.88151041666669
GCA_003551645.1	87.17447916666669
GCA_003551785.1	79.08457880434783
GCA_003552145.1	74.8046875
GCA_003552605.1	71.51947463768116
GCA_003552965.1	54.453125
GCA_003553185.1	85.25390625
GCA_003553245.1	88.0859375
GCA_003556405.1	93.1640625
GCA_003557125.1	54.48511096014492
GCA_003557395.1	51.89226675724638
GCA_003558595.1	55.53838315217392
GCA_003558685.1	40.071614583333336
GCA_003558815.1	39.947067481884055
GCA_003559755.1	88.57421875
GCA_003559955.1	91.66666666666666
GCA_003560485.1	51.15489130434783
GCA_003561085.1	66.47135416666667
GCA_003561895.1	88.4765625
GCA_003562015.1	78.91049592391303
GCA_003562195.1	74.67447916666666
GCA_003563235.1	96.6796875
GCA_003563515.1	60.085484601449274
GCA_003563555.1	89.06108469202898
GCA_003564235.1	47.08588088768116
GCA_003564325.1	86.9140625
GCA_003567095.1	57.04257246376812
GCA_003567495.1	78.515625
GCA_003567525.1	94.3359375
GCA_003576845.1	98.92578125
GCA_003576855.1	90.05859375
GCA_003576875.1	82.35677083333333
GCA_003576905.1	91.34114583333331
GCA_003576915.1	90.98307291666669
GCA_003577195.1	98.6328125
GCA_003577215.1	98.2421875
GCA_003597935.1	60.67708333333333
GCA_003644155.1	52.75107563405796
GCA_003644175.1	75.22644927536231
GCA_003644205.1	75.1953125
GCA_003644215.1	59.43727355072463
GCA_003644235.1	48.94304800724638
GCA_003644265.1	78.28776041666667
GCA_003644275.1	62.20703125
GCA_003644295.1	69.62890625
GCA_003644325.1	64.61588541666667
GCA_003644335.1	66.65675951086956
GCA_003645725.1	52.64945652173913
GCA_003669125.1	84.86186594202898
GCA_003669145.1	16.506453804347824
GCA_003669165.1	15.462239583333332
GCA_003669195.1	24.72005208333333
GCA_003669205.1	42.3828125
GCA_003669215.1	10.856827445652176
GCA_003669255.1	57.74739583333333
GCA_003669275.1	59.06363224637681
GCA_003669285.1	61.49796195652174
GCA_003669295.1	70.05208333333333
GCA_003669335.1	81.18489583333333
GCA_003669345.1	22.135416666666664
GCA_003669375.1	34.16015625
GCA_003669395.1	27.21354166666667
GCA_003669415.1	39.1796875
GCA_003669425.1	31.087239583333336
GCA_003669445.1	36.25651041666666
GCA_003669475.1	44.71354166666666
GCA_003669495.1	36.77083333333333
GCA_003669505.1	22.4609375
GCA_003669525.1	47.13541666666667
GCA_003669555.1	56.65364583333334
GCA_003669575.1	70.34505208333334
GCA_003669585.1	97.8515625
GCA_003669605.1	81.11979166666667
GCA_003669615.1	62.25373641304349
GCA_003669655.1	10.416666666666666
GCA_003669665.1	23.03385416666667
GCA_003669695.1	25.030004528985504
GCA_003669705.1	32.26166213768116
GCA_003669725.1	24.25130208333333
GCA_003669755.1	14.436141304347828
GCA_003669765.1	47.734375
GCA_003669795.1	72.98177083333333
GCA_003670805.1	16.536458333333336
GCA_003670825.1	62.68059329710145
GCA_003670855.1	49.17204483695652
GCA_003670865.1	80.5078125
GCA_003670885.1	60.14153079710145
GCA_003670915.1	75.16276041666666
GCA_003670925.1	96.6796875
GCA_003670955.1	11.588541666666664
GCA_003670965.1	14.127604166666664
GCA_003670995.1	20.803611865942027
GCA_003671005.1	12.398097826086955
GCA_003671025.1	84.63541666666666
GCA_003671055.1	83.05989583333333
GCA_003671065.1	62.97129755434783
GCA_003671075.1	81.28255208333333
GCA_003671115.1	57.72758152173913
GCA_003671125.1	15.950520833333332
GCA_003671145.1	36.9140625
GCA_003671175.1	56.56901041666666
GCA_003671185.1	87.27213541666666
GCA_003671195.1	93.9453125
GCA_003671235.1	82.29166666666666
GCA_003671255.1	86.78385416666669
GCA_003671265.1	84.99603713768116
GCA_003671275.1	95.1171875
GCA_003672035.1	36.61514945652174
GCA_003693915.1	50.97203351449275
GCA_003694415.1	70.1556838768116
GCA_003694635.1	48.07942708333333
GCA_003694765.1	65.15228713768116
GCA_003694875.1	61.94661458333333
GCA_003695305.1	75.18229166666667
GCA_003695565.1	88.58978713768116
GCA_003695705.1	80.69661458333334
GCA_003696025.1	92.17051630434784
GCA_003696385.1	89.25498188405795
GCA_003696625.1	80.46875
GCA_003696675.1	83.91927083333334
GCA_003696725.1	87.43489583333334
GCA_003697045.1	81.11979166666667
GCA_003712165.1	85.22135416666667
GCA_003817095.1	52.16627038043477
GCA_003818305.1	35.377604166666664
GCA_003819915.1	44.6869338768116
GCA_003820055.1	45.96325860507247
GCA_003820145.1	26.974637681159415
GCA_003973205.1	68.29144021739131
GCA_003977685.1	98.828125
GCA_004213555.1	75.45572916666667
GCA_004213685.1	72.80202672101449
GCA_004282735.1	98.2421875
GCA_004282745.1	98.6328125
GCA_004295085.1	84.1796875
GCA_004296785.1	73.90879755434783
GCA_004351875.1	98.6328125
GCA_004357645.1	49.33055932971014
GCA_004357655.1	75.68359375
GCA_004376375.1	90.72265625
GCA_004525105.1	43.42164855072463
GCA_004556055.1	65.60801630434783
GCA_005223045.1	90.234375
GCA_005239585.1	65.63264266304347
GCA_005239675.1	79.29036458333334
GCA_005239725.1	70.1171875
GCA_005239795.1	82.77570199275362
GCA_005239935.1	83.984375
GCA_005240095.1	82.55208333333333
GCA_005524015.1	99.0234375
GCA_005772855.1	90.8203125
GCA_005772955.1	91.14583333333334
GCA_005773035.1	73.25917119565217
GCA_005773095.1	77.18098958333333
GCA_005773105.1	0.6510416666666666
GCA_005773145.1	80.24088541666666
GCA_005773195.1	39.25498188405797
GCA_005773265.1	50.34986413043478
GCA_005773305.1	40.52734375
GCA_005773625.1	80.59895833333334
GCA_005773745.1	69.51539855072464
GCA_005773755.1	64.03985507246377
GCA_005776365.1	61.99615036231884
GCA_005776475.1	72.16938405797102
GCA_005776545.1	51.55429121376811
GCA_005776685.1	48.30729166666667
GCA_005776885.1	80.12766077898551
GCA_005776895.1	78.15755208333334
GCA_005777005.1	44.43755661231884
GCA_005777215.1	3.7788722826086962
GCA_005777715.1	2.962239583333333
GCA_005777815.1	77.08333333333333
GCA_005777835.1	95.3125
GCA_005777855.1	70.16927083333333
GCA_005777915.1	78.54817708333333
GCA_005778015.1	74.0234375
GCA_005778025.1	4.427083333333333
GCA_005778045.1	65.26692708333333
GCA_005778115.1	87.109375
GCA_005778145.1	65.95052083333334
GCA_005778225.1	91.92708333333331
GCA_005778385.1	6.4453125
GCA_005778405.1	93.91700634057972
GCA_005778455.1	71.30746150362319
GCA_005778625.1	5.668308423913042
GCA_005778705.1	11.6015625
GCA_005778725.1	65.49479166666667
GCA_005778825.1	58.95040760869566
GCA_005778935.1	6.458333333333332
GCA_005779075.1	86.16536458333334
GCA_005779365.1	30.71359827898551
GCA_005779465.1	4.00390625
GCA_005779585.1	46.9924705615942
GCA_005779745.1	20.5078125
GCA_005786805.1	82.06380208333334
GCA_005787065.1	2.9296875
GCA_005787455.1	49.56125452898551
GCA_005787685.1	83.13802083333333
GCA_005788125.1	2.962239583333333
GCA_005788505.1	22.511888586956523
GCA_005788535.1	37.55208333333333
GCA_005788705.1	80.04557291666667
GCA_005788775.1	34.44010416666667
GCA_005788805.1	52.56340579710145
GCA_005788925.1	14.453125
GCA_005789005.1	74.97310914855072
GCA_005789645.1	70.78238224637681
GCA_005789675.1	45.21484375
GCA_005789975.1	76.35416666666667
GCA_005790005.1	15.04472373188406
GCA_005790025.1	13.7109375
GCA_005790065.1	1.171875
GCA_005790085.1	28.671875000000004
GCA_005790095.1	1.0416666666666663
GCA_005790305.1	90.95052083333334
GCA_005790545.1	79.1015625
GCA_005790565.1	79.06901041666667
GCA_005790605.1	83.04036458333333
GCA_005791135.1	15.0390625
GCA_005791185.1	1.4237998188405796
GCA_005791255.1	86.19791666666669
GCA_005791365.1	1.8229166666666663
GCA_005791445.1	0.9765625
GCA_005791525.1	61.95369112318841
GCA_005791575.1	85.15625
GCA_005791805.1	17.87109375
GCA_005791815.1	24.12109375
GCA_005791845.1	92.25260416666669
GCA_005792145.1	81.60807291666667
GCA_005792155.1	4.622395833333333
GCA_005792245.1	58.33984375
GCA_005792425.1	41.11979166666666
GCA_005792765.1	13.509114583333332
GCA_005792915.1	90.0390625
GCA_005793125.1	79.03645833333333
GCA_005793155.1	2.05078125
GCA_005793445.1	69.97537364130434
GCA_005793455.1	2.766927083333333
GCA_005793475.1	76.98567708333333
GCA_005793545.1	67.36554574275362
GCA_005793745.1	56.50022644927536
GCA_005798005.1	1.66015625
GCA_005798335.1	94.48171422101449
GCA_005798425.1	2.5
GCA_005798445.1	86.42578125
GCA_005798485.1	85.546875
GCA_005798935.1	77.70182291666667
GCA_005798965.1	68.0078125
GCA_005799185.1	18.971354166666664
